songs,artist,decade,lyrics,sentiment_analysis_score,sentiment_analysis_magnitude
Low,Flo Rida Featuring T-Pain,2000,"Shawty had them Apple Bottom Jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low low low low low low low low
Them baggy sweat pants and the Reebok's with the straps (the straps)
She turned around and gave that big booty a smack (a smack)
She hit the floor
Next thing you know
Shawty got low low low low low low low low
I ain't never seen nothin' that'll make me go, this crazy, all night spendin' my dough
Had a million dollar vibe and a bottle to go
Dem birthday cakes, they stole the show
So sexual, she was flexible
Professional, drinkin' X and O
Hold up wait a minute, do I see what I think I whoa
Did I think I seen shawty get low
Ain't the same when it's up that close
Make it rain, I'm makin' it snow
Work the pole, I got the bank roll
I'mma say that I prefer them no clothes
I'm into that, I love women exposed
She threw it back at me, I gave her more
Cash ain't a problem, I know where it goes
Shawty had them Apple Bottom Jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low low low low low low low low
Them baggy sweat pants and the Reebok's with the straps (the straps)
She turned around and gave that big booty a smack (a smack)
She hit the floor
Next thing you know
Shawty got low low low low low low low low
Hey
Shawty what I gotta do to get you home
My jeans full of gwap and they ready for stones
Cadillacs Maybachs for the sexy grown
Patrone on the rocks that'll make you moan
One stack (come on)
Two stacks (come on)
Three stacks (come on, now that's three grand)
What you think I'm playin' baby girl
I'm the man, I'll ain't dealin' rubber bands
That's what I told her, her legs on my shoulder
I knew it was ova, that henny and Cola got me like a Soldier
She ready for Rover, I couldn't control her
So lucky oh me, I was just like a clover
shawty was hot like a toaster
Sorry but I had to fold her, like a pornography poster she showed her
Shawty had them Apple Bottom Jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low low low low low low low low
Them baggy sweat pants and the Reebok's with the straps (the straps)
She turned around and gave that big booty a smack (a smack)
She hit the floor
Next thing you know
Shawty got low low low low low low low low
Whoa shawty
Yeah she was worth the money
Lil mama took my cash, and I ain't want it back
The way she bit that rag, got her them paper stacks
Tattoo above her crack, I had to handle that
I was on it, sexy woman, let me shownin'
They be want it two in the mornin'
I'm zonin' in them rosay bottles foamin'
She wouldn't stop, made it drop
shawty did that pop and lock, had to break her off that gwap
Gal was fly just like my glock
Shawty had them Apple Bottom Jeans (jeans)
Boots with the fur (with the fur)
The whole club was lookin' at her
She hit the floor (she hit the floor)
Next thing you know
Shawty got low low low low low low low low
Them baggy sweat pants and the Reebok's with the straps (the straps)
She turned around and gave that big booty a smack (a smack)
She hit the floor
Next thing you know
Shawty got low low low low low low low low
C'mon",-0.5,2
SexyBack,Justin Timberlake,2000,"I'm bringin' sexy back (yeah)
Them other boys don't know how to act (yeah)
I think it's special, what's behind your back (yeah)
So turn around and I'll pick up the slack (yeah)
Dirty babe
You see these shackles, baby
I'm your slave
I'll let you whip me if I misbehave
It's just that no one makes me feel this way
Come here, girl (go 'head, be gone with it)
Come to the back (go 'head, be gone with it)
VIP (go 'head, be gone with it)
Drinks on me (go 'head, be gone with it)
You see what you're twerking with (go 'head, be gone with it)
Look at those hips (go 'head, be gone with it)
You make me smile (go 'head, be gone with it)
Go 'head, child (go 'head, be gone with it)
And get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on
I'm bringin' sexy back (yeah)
Them other fuckers don't know how to act (yeah)
Girl, let me make up for all the things you lack (yeah)
Because you're burning up, I got to get it fast (yeah, take it to the bridge)
Dirty babe
You see these shackles, baby
I'm your slave
I'll let you whip me if I misbehave
It's just that no one makes me feel this way
Come here, girl (go 'head, be gone with it)
Come to the back (go 'head, be gone with it)
Vip (go 'head, be gone with it)
Drinks on me (go 'head, be gone with it)
You see what you're twerking with (go 'head, be gone with it)
Look at those hips (go 'head, be gone with it)
You make me smile (go 'head, be gone with it)
Go 'head, child (go 'head, be gone with it)
And get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on
Uh, yeah, I'm bringin' sexy back (yeah)
You mother fuckers watch how I attack (yeah)
If that's your girl, better watch your back (yeah)
'Cause you're burning up for me, and that's a fact (yeah, take it to the chorus)
Come here, girl (go 'head, be gone with it)
Come to the back (go 'head, be gone with it)
Vip (go 'head, be gone with it)
Drinks on me (go 'head, be gone with it)
You see what you're twerking with (go 'head, be gone with it)
Look at those hips (go 'head, be gone with it)
You make me smile (go 'head, be gone with it)
Go 'head, child (go 'head, be gone with it)
And get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on (go 'head, be gone with it)
Get your sexy on",-0.200000003,1.799999952
Just Dance,Lady Gaga Featuring Colby O'Donis,2000,"RedOne, Konvict
GaGa, oh, eh
I've had a little bit too much, much (oh, oh, oh)
All of the people start to rush (start to rush by)
A dizzy twister dance, can't find my drink or man
Where are my keys? I lost my phone, phone (oh, oh, oh)
What's goin' on on the floor?
I love this record, baby, but I can't see straight anymore (woo!)
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record, babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance
Wish I could shut my playboy mouth (oh, oh, oh)
How'd I turn my shirt inside out? (Inside out, right)
Control your poison, babe, roses have thorns, they say
And we're all gettin' hosed tonight (oh, oh, oh)
What's goin' on on the floor?
I love this record, baby, but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright (woo!)
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record, babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just
When I come through on the dance floor checkin' out that catalog (hey)
Can't believe my eyes, so many women without a flaw (hey)
And I ain't gon' give it up, steady tryna pick it up like a call (hey)
I'ma hit it, I'ma beat it and flex and do it until tomorr' yeah
Shawty I can see that you got so much energy
The way you're twirlin' up them hips 'round and 'round
And now there's no reason at all why you can't leave here with me
In the meantime stay and let me watch you break it down
And dance, gonna be okay (oh) da da doo-doo-mmm
Just dance (ooh yeah), spin that record babe, da da doo-doo-mmm
Just dance (ooh yeah), gonna be okay, da da doo-doo-mmm
Just dance (ooh yeah), spin that record babe, da da doo-doo-mmm
Just dance (oh), gonna be okay, d-d-d-dance (gonna be okay)
Dance, dance (yeah)
Just, j-j-just dance (oh)
Woo! let's go!
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Go!
Use your muscle, carve it out, work it, hustle
I got it, just stay close enough to get it on
Don't slow!
Drive it, clean it, lights out, bleed it, spend the lasto
I got it
In your pocko
I got it
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance (baby), gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm (baby, yeah)
Just dance, gonna be okay, d-d-d-dance (spin that record, baby, yeah)
Dance, dance, just, j-j-just dance",0.1000000015,6.699999809
,,,Average,0.04444444593,
Uptown Funk!,Mark Ronson Featuring Bruno Mars,2010,"Doh
Doh doh doh, doh doh doh
Doh doh
Doh doh doh, doh doh doh
Doh doh
Doh doh doh, doh doh doh
Doh doh
Aaaaaow!
This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wildin'
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty
I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn)
Say my name, you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down

Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)

'Cause Uptown Funk gon' give it to you (wooh)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night, and we in the spot
Don't believe me, just watch, come on!

Don't believe me, just watch

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch

Hey, hey, hey, oh!
Stop
Wait a minute
Fill my cup, put some liquor in it
Take a sip, sign a check
Julio, get the stretch
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy

I'm too hot (hot damn)
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn, hot damn)
Bitch, say my name, you know who I am
I'm too hot (hot damn)
Am I bad 'bout that money?
Break it down

Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)
Girls hit your hallelujah (wooh)

'Cause Uptown Funk gon' give it to you (wooh)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night, and we in the spot
Don't believe me, just watch, come on!

Don't believe me, just watch

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch

Hey, hey, hey, oh!
Before we leave
I'mma tell y'all a lil' something

Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
I said Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up

Come on, dance, jump on it
If you sexy than flaunt it
If you freaky then own it
Don't brag about it, come show me
Come on, dance, jump on it
If you sexy than flaunt it
Well, it's Saturday night, and we in the spot
Don't believe me, just watch, come on!

Don't believe me, just watch

Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch

Hey, hey, hey, oh!
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up
Uptown Funk you up (say what?)
Uptown Funk you up",0.200000003,9.199999809
Happy,Pharrell Williams,2010,"[Produced by Pharrell Williams]

[Verse 1]
It might seem crazy what I'm 'bout to say
Sunshine she's here, you can take a break
I'm a hot air balloon that could go to space
With the air, like I don't care, baby, by the way

[Chorus]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Verse 2]
Here come bad news, talking this and that (Yeah!)
Well, give me all you got, don't hold it back (Yeah!)
Well, I should probably warn ya, I'll be just fine (Yeah!)
No offense to you, don’t waste your time, here's why

[Chorus]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Bridge]
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said

[Chorus]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do

[Bridge]
Bring me down
Can't nothing bring me down
My level's too high to bring me down
Can't nothing bring me down, I said...

[Chorus]
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do
(Because I'm happy)
Clap along if you feel like a room without a roof
(Because I'm happy)
Clap along if you feel like happiness is the truth
(Because I'm happy)
Clap along if you know what happiness is to you
(Because I'm happy)
Clap along if you feel like that's what you wanna do",0,6.800000191
All Of Me,John Legend,2010,"[Verse 1]
What would I do without your smart mouth?
Drawin' me in and you kickin' me out
You've got my head spinnin', no kiddin'
I can't pin you down
What's goin' on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

[Pre-Chorus]
My head's under water, but I'm breathing fine
You're crazy and I'm out of my mind

[Chorus]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'

[Post-Chorus]
'Cause I give you all of me
And you give me all of you, oh-oh

[Verse 2]
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around
Through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing
In my head for you

[Pre-Chorus]
My head's under water, but I'm breathin' fine
You're crazy and I'm out of my mind

[Chorus]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'

[Post-Chorus]
'Cause I give you all of me
And you give me all of you, oh-oh

[Bridge]
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard

[Chorus]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginnin'
Even when I lose, I'm winnin'

[Post-Chorus]
'Cause I give you all of me
And you give me all of you

[Outro]
I give you all of me
And you give me all of you, oh-oh",0.400000006,7.5
Shut Up And Dance,Walk The Moon,2010,"[Intro]

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

[Verse 1]
We were victims of the night
The chemical, physical kryptonite
Helpless to the bass and the fading light
Oh, we were bound to get together
Bound to get together

[Pre-Chorus]
She took my arm
I don't know how it happened
We took the floor and she said

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

[Verse 2]
A backless dress and some beat up sneaks
My discothèque Juliet, teenage dream
I felt it in my chest as she looked at me
I knew we were bound to be together
Bound to be together

[Pre-Chorus]
She took my arm
I don't know how it happened
We took the floor and she said

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said ""Ooh hoo
, shut up and dance with me""

Oh, c'mon girl!

[Bridge]
Deep in her eyes
I think I see the future
I realize this is my last chance
She took my arm
I don't know how it happened
We took the floor and she said

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance""

""Don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh hoo
Shut up and dance with me""

""Ooh hoo
Shut up and dance with me""
""Ooh hoo
Shut up and dance with me""",0,4.400000095
Party Rock Anthem,LMFAO,2010,"[Intro]
Party Rock
Yeah
Whoo!
Let's go!

[Chorus: LMFAO]
Party rockers in the house tonight
Everybody just have a good time (Yeah)
And we gon' make you lose your mind (Whoo!)
Everybody just have a good time (Clap!)
Party rockers in the house tonight (Oh!)
Everybody just have a good time (I can feel it, baby!)
And we gon' make you lose your mind (Yeah)
We just wanna see you...
Shake that!

[Verse 1: LMFAO]
In the club: Party rock
Looking for your girl? She on my jock (Huh)
Non-stop when we in the spot
Booty moving weight like she on the block (Whoo!)
Where the drank? I gots to know
Tight jeans, tattoo, 'cause I'm rock and roll
Half-black, half-white: domino
Gainin' money. Oprah, dough
Yo! I’m running through these hoes like Drano
I got that devilish flow rock and roll no halo, we party rock!
Yeah, that’s the crew that I’m reppin'
On the rise to the top, no Led in our Zeppelin (Hey!)

[Chorus: LMFAO]
Party rockers in the house tonight (Whoo!)
Everybody just have a good time (Yeah)
And we gon' make you lose your mind
Everybody just have a good time (Let's go!)
Party rockers in the house tonight
Everybody just have a good time (I can feel it, baby!)
And we gon' make you lose your mind
We just wanna see you...
Shake that!

Every day I’m shufflin' (Shake)
Shufflin', shufflin' (Shake)

[Verse 2: LMFAO]
Step up fast and be the first girl to make me throw this cash
We get money don’t be mad, now stop - hatin' is bad
One more shot for us (Another round!)
Please fill up my cup (Don’t mess around!)
We just wanna see (You shake it now!)
Now you wanna be (You're naked now!)

[Bridge: Lauren Bennett]
Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound
Get up, get down, put your hands up to the sound (Whoo!)
Put your hands up to the sound
Put your hands up to the sound (Let's go!)
Get up, get up, get up
Get up, get up, get up
Get up, get up, get up
Put your hands up to the sound
To the sound
Put your hands up (Whoo!)
Put your hands up
Put your hands up
Put your hands up

[Chorus: LMFAO]
Party rockers in the house tonight (Put your hands up, whoo!)
Everybody just have a good time (Put your hands up)
And we gon' make you lose your mind (Put your hands up)
Everybody just have a good, good, good time

Oh-oh-oh-oh-oh (Put your hands up)
Oh-oh-oh-oh-oh (I can feel it, baby!)
Oh-oh-oh-oh-oh (Put your hands up)
Oh-oh-oh-oh-oh (Put your hands up)
Shake that!
Every day I'm shu-shufflin'
Put yo', Put yo' (Hands up)
Put yo', Put yo' (Yeah)
Put yo', Put yo' (Whoo!)
Hands up
Put yo', Put yo' (Hands up)
Put your hands up
Put your hands up
Put your hands up",0.3000000119,14.39999962
Shake It Off,Taylor Swift,2010,"[Verse 1]
I stay out too late
Got nothing in my brain
That's what people say, mm, mm
That's what people say, mm, mm
I go on too many dates
But I can't make them stay
At least that's what people say, mm, mm
That's what people say, mm, mm

[Pre-Chorus 1]
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Verse 2]
I never miss a beat
I'm lightning on my feet
And that's what they don’t see, mm, mm
That's what they don’t see, mm, mm
I'm dancing on my own (Dancing on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mm, mm
That’s what they don’t know, mm, mm

[Pre-Chorus 2]
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Interlude]
Hey, hey, hey
Just think while you've been getting down and out about the liars
And the dirty, dirty cheats of the world
You could've been getting down
To this sick beat

[Bridge]
My ex-man brought his new girlfriend
She's like, “Oh my God,” but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break (Mmhm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Video directed by Mark Romanek]",0,5.099999905
Thinking Out Loud,Ed Sheeran,2010,"[Verse 1]
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how

[Pre-Chorus 1]
People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am

[Chorus]
So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Verse 2]
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how

[Pre-Chorus 2]
People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand

[Chorus]
That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Chorus]
So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are",0.5,5.300000191
,,,Average,0.1344444465,
